,,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
393,393,0.029694361,76,0,0.070513488,9600,7,0,0,0,2,0
394,394,0.305246317,39,0,0.188281635,10154,6,0,1,0,2,0
395,395,0.000685675,83,0,0,5388,4,0,0,0,0,0
396,396,0.702493864,63,0,0.582162622,4697,8,0,2,0,1,0
397,397,0.742436041,52,0,0.414081023,9700,10,0,2,0,0,0
398,398,0.802417179,58,1,1.911665291,5388,5,1,0,0,0,1
399,399,0.9999999,42,1,0.113421853,6250,3,3,0,1,2,0
400,400,0.134191514,63,0,1.911665291,1,9,0,1,0,0,0
401,401,0.002556199,58,0,0.115826132,7752,17,0,0,0,2,0
402,402,0.088845558,62,0,0.073772011,5394,5,0,0,0,0,0
403,403,0.203947961,46,1,1.206516118,5800,12,1,4,0,2,0
404,404,0.006666097,27,0,0.000268637,7444,5,0,0,0,0,0
405,405,0.014049649,27,0,0.352214765,3724,4,0,1,0,1,0
406,406,0.9999999,35,1,0.092985318,3064,1,0,0,0,3,0
407,407,0.368866624,55,0,0.437996083,9700,18,0,2,0,0,0
408,408,0.054553316,73,0,0.043259135,12597.5,13,0,0,0,0,0
409,409,0.179487766,51,0,0.492529978,10173,19,0,4,0,0,0
410,410,0.026885902,36,0,0.344879921,11200,6,0,2,0,2,0
411,411,0.265705207,56,0,0.259102536,12597.5,8,0,3,0,1,0
412,412,0,59,0,1.911665291,5388,13,0,2,0,0,0
413,413,0.011847989,49,0,1.911665291,5388,12,0,1,0,0,0
414,414,0.07083751,64,0,0.255290785,6000,6,0,0,0,1,0
415,415,0.030996074,56,0,0.131430952,4800,11,0,1,0,0,0
416,416,0.144914011,37,0,0.045366363,6700,5,0,0,0,0,0
417,417,0.353017659,48,0,1.299736021,4166,17,0,1,0,1,0
418,418,0.020074662,36,0,0.334245422,4750,5,0,1,0,0,0
419,419,0.032769199,70,0,1.911665291,5388,11,0,1,0,0,0
420,420,0.733885463,49,2,0.369223765,8785,20,0,2,0,2,1
421,421,0.063514422,57,0,1.911665291,1,12,0,2,0,0,0
422,422,0.03157211,39,0,0.644706486,3900,14,0,1,0,1,0
423,423,0.991502124,61,10,1.2979007,3000,11,2,3,5,1,1
424,424,0.397702982,38,0,0.41627543,5750,6,0,1,0,2,0
425,425,0.971352432,24,0,0.035803497,1200,3,0,0,0,0,0
426,426,0.9999999,33,0,1.911665291,5388,3,0,1,0,0,0
427,427,0,73,0,0.386728192,4550,18,0,0,0,0,0
428,428,0.9999999,79,0,0.130140954,5178,6,0,1,0,0,0
429,429,0.003851709,81,0,0.000822143,3648,1,0,0,0,1,0
430,430,0.010887967,55,0,0.725137431,2000,7,0,2,0,0,0
431,431,0.686083014,57,0,0.16069592,11667,6,1,1,0,2,0
432,432,0.212464485,58,0,0.518991188,3290,10,0,1,0,1,0
433,433,0.006956358,52,0,0.003278689,2439,4,0,0,0,0,0
434,434,0.073251754,51,0,0.446688128,10250,9,0,1,0,2,0
435,435,0.431904058,63,0,0.41905226,8208,22,1,2,0,0,0
436,436,0.006999563,97,0,1.911665291,5388,2,0,0,0,0,0
437,437,0.014310431,56,0,1.911665291,5388,2,0,0,0,0,0
438,438,0.026944485,41,0,0.686736475,4583,8,0,3,0,0,0
439,439,0.297094601,43,1,0.603763294,3666,9,0,1,0,2,0
440,440,0.316064767,56,0,1.911665291,5388,3,0,1,0,0,0
441,441,0,59,0,1.911665291,5388,2,0,1,0,0,0
442,442,0.922670104,40,0,0.207789429,9345,7,0,0,0,0,0
443,443,0.051077957,74,0,0.306409131,3416,9,0,1,0,0,0
444,444,0.319190816,49,0,0.358153388,9400,18,0,2,0,0,0
445,445,0.008737352,68,0,0.209965006,6000,28,0,1,0,0,0
446,446,0,57,0,0.785229953,6783,8,0,3,0,0,0
447,447,0.243674266,48,0,0.179979778,8900,10,0,1,0,6,0
448,448,0.9999999,40,1,0.19170579,3833,3,2,0,0,2,0
449,449,0,23,0,0,3500,1,0,0,0,1,0
450,450,0.028910707,52,0,0.013543599,5389,7,0,0,0,2,0
451,451,0.03423863,48,0,1.911665291,5388,3,0,1,0,0,0
452,452,0.50329934,55,0,0.454057468,3166,5,0,2,0,0,0
453,453,0.799981673,61,3,0.671076012,5064,19,0,3,1,0,0
454,454,0.069987933,33,0,0.114004783,3762,7,0,0,0,0,0
455,455,0.067901335,69,0,0.065493451,10000,5,0,1,0,0,0
456,456,0.740635161,39,0,0.432010059,5566,7,0,1,0,0,0
457,457,0.023382944,84,0,0.00912845,4600,6,0,0,0,0,0
458,458,0.9999999,32,2,0.095584668,2060,1,0,0,0,0,0
459,459,0.003625197,78,0,1.911665291,5388,8,0,1,0,0,0
460,460,0.092287617,61,0,0.229436075,7500,23,0,2,0,2,0
461,461,0,37,0,0.177007047,7236,5,0,1,0,3,0
462,462,0.9999999,33,1,0.257707218,5416,2,2,1,0,1,0
463,463,0.057867667,81,0,0.145685279,3939,13,0,0,0,0,0
464,464,0.07807727,60,0,0.566105156,3917,14,0,1,0,2,0
465,465,0.201943642,46,0,0.394460554,10000,15,0,2,0,3,0
466,466,0.077958915,57,0,0.053530226,6500,19,0,0,0,0,0
467,467,0.205676486,57,0,0.130309575,8333,8,0,1,0,0,0
468,468,0.9999999,32,0,0.006731051,3416,1,0,0,0,3,1
469,469,0.57985084,42,0,0.594224361,2700,8,0,0,0,0,1
470,470,0.073393457,38,1,0.384761524,10000,9,0,2,0,0,0
471,471,0.079178219,82,0,0.176964607,5000,3,0,1,0,0,0
472,472,0.073123172,33,0,0.216405216,5290,9,0,0,0,0,0
473,473,0.745173448,68,0,0.168767792,4917,4,0,1,0,0,0
474,474,0.10088331,52,1,0.280494456,5500,6,1,1,0,2,0
475,475,0.347665233,46,0,0.041583367,2500,1,0,0,0,1,0
476,476,0.102031508,66,0,1.911665291,5388,4,0,0,0,0,0
477,477,0.354125994,57,0,0.558762411,4330,4,0,1,0,0,0
478,478,0.029643294,50,0,0.399106478,9400,15,3,4,0,0,0
479,479,0.540204354,34,0,0.034395414,7500,3,1,0,0,0,0
480,480,0.640927271,53,4,0.52409692,11266,17,0,2,0,3,0
481,481,0.058271403,76,0,0.374304267,4311,7,0,1,0,0,0
482,482,0.719305764,64,0,0.186225718,6228,5,0,1,0,0,0
483,483,0.045017363,72,0,0.020763907,3900,8,0,0,0,0,0
484,484,0.35592819,48,0,0.478090767,7667,17,0,2,0,0,0
485,485,0.57762185,71,1,0.4925,6399,14,0,2,0,1,0
486,486,0.015054291,59,0,1.911665291,5388,11,0,1,0,2,0
487,487,0.320593837,53,0,1.114622389,5600,14,0,1,0,1,0
488,488,0.047587303,34,0,1.911665291,5388,4,0,0,0,0,0
489,489,0.173428408,51,1,0.086269282,5250,11,0,0,0,0,0
490,490,0.401789055,55,0,0.412779302,2550,11,0,0,0,0,0
491,491,0.301152442,46,0,0.254661625,7668,10,0,1,0,3,0
492,492,0,27,2,0.229139073,2264,5,2,0,1,0,0
493,493,0.067512585,43,0,0.44723563,9115,4,0,2,0,0,0
494,494,0,75,0,0.205971968,1640,4,0,0,0,1,0
495,495,0.993335555,31,0,0.068227425,4484,6,0,0,0,1,0
496,496,0.138793584,43,0,0.384074741,11666,9,0,5,0,0,0
497,497,0.193584801,51,0,0.532754538,3800,13,0,2,0,0,0
498,498,0.001124859,28,1,0.057990335,6000,8,1,0,0,0,0
499,499,0.485558448,51,0,0.09963548,6583,5,0,0,0,0,0
500,500,0.979521555,55,1,0.467850417,7433,11,0,2,2,0,0
501,501,0.090641506,69,0,0.016683267,4015,2,0,0,0,0,0
502,502,0.38480769,42,0,0.533099636,7416,5,0,1,0,3,0
503,503,0.183676155,33,0,0.660528423,2497,9,0,1,0,0,0
504,504,0.018124667,60,0,0.023181455,1250,4,0,0,0,1,0
505,505,0.9999999,54,0,0.228402866,2372,2,0,0,1,0,1
506,506,0.290320472,48,0,0.262848568,7996,7,0,1,0,3,0
507,507,0.052161271,49,0,0.067629397,6993,5,0,0,0,1,0
508,508,0.9999999,73,0,1.911665291,0,2,0,0,0,0,0
509,509,0.9999999,91,0,0,5388,3,0,0,0,0,0
510,510,0.412657703,66,1,0.195074372,4100,7,1,0,0,0,0
511,511,0.091201293,49,1,0.568886223,5000,15,0,2,0,0,0
512,512,0.500234532,46,0,0.278025952,4700,10,0,1,0,1,0
513,513,0.913140498,37,2,1.620344914,4000,16,0,3,0,1,1
514,514,0.056390008,54,0,1.911665291,5388,8,0,1,0,0,0
515,515,0.611388611,22,0,0.347066167,800,4,0,0,0,0,0
516,516,0.065630892,31,0,0.162635688,5250,10,0,0,0,0,0
517,517,0.499666889,39,0,0.450171821,3200,8,0,1,0,0,0
518,518,0.9999999,56,0,1.911665291,5388,1,0,0,0,0,0
519,519,0.289470539,44,0,0.4825614,8916,17,0,2,0,1,0
520,520,0.814154511,50,1,0.297139683,3600,8,0,1,1,1,1
521,521,0.016406971,55,0,0.001785714,5599,3,0,0,0,2,0
522,522,0.078497383,52,0,0.207274054,8220,5,0,1,0,3,0
523,523,0.029692431,58,2,0.287187752,6204,19,0,1,0,0,0
524,524,0.01255887,62,0,0.044762033,7416,5,0,0,0,0,0
525,525,0.062093267,42,0,0.230261579,8333,6,0,1,0,4,0
526,526,0.074201053,47,0,1.911665291,5388,4,0,1,0,0,0
527,527,0.551889862,42,1,0.790613718,3600,18,0,2,0,1,0
528,528,0.640058527,39,0,0.055984556,9841,9,0,0,0,2,1
529,529,0.581815774,45,0,0.724784402,8000,11,0,2,0,0,0
530,530,0,82,0,0,5388,3,0,0,0,0,0
531,531,0,64,0,1.911665291,5388,3,0,2,0,0,0
532,532,0.312068793,55,1,0.127071823,1266,5,0,0,0,0,0
533,533,0.266371179,58,0,0.498488489,12597.5,12,0,1,0,2,0
534,534,0.040186458,35,0,0.300839136,5600,8,0,2,0,1,0
535,535,0.749602291,62,0,1.911665291,5388,7,0,2,0,3,0
536,536,0.955545894,52,1,0.524949909,10480,11,0,3,0,1,1
537,537,0.086635409,40,0,1.911665291,0,8,0,1,0,1,0
538,538,0.212768452,57,0,1.911665291,5388,17,0,2,0,0,0
539,539,0.9543957,45,2,0.4842141,8836,10,0,1,0,1,0
540,540,0.188256123,27,0,0.881825173,3900,6,0,1,0,1,0
541,541,1.245847176,24,1,1.911665291,5388,4,1,0,0,0,0
542,542,0.014049887,37,0,0.674399608,6120,9,0,1,0,0,0
543,543,0.329609837,36,0,0.437743191,3597,16,0,2,0,2,0
544,544,0.484099985,40,0,0.423251505,10794,9,0,2,0,2,0
545,545,0,86,0,1.911665291,5388,9,0,0,0,0,0
546,546,0.035113768,56,0,1.911665291,5388,11,0,0,0,0,0
547,547,0.084826988,59,0,0.53418212,3612,9,0,2,0,0,0
548,548,0.9999999,40,0,0.60616581,7200,6,0,3,0,0,0
549,549,0.152250785,49,0,0.030774358,9000,3,0,0,0,0,0
550,550,0.2128856,66,0,0.351891786,5100,10,0,1,0,0,0
551,551,0.9999999,63,3,0.200843235,5217,5,0,1,1,4,0
552,552,0.9999999,45,0,1.911665291,5388,2,0,0,0,0,0
553,553,0,30,0,0,4700,1,0,0,0,1,0
554,554,0.576284725,36,0,0.785404865,3000,10,0,1,0,1,0
555,555,0.408215982,39,0,1.911665291,5388,4,0,0,0,2,0
556,556,0,27,0,0,4500,5,0,0,0,0,0
557,557,0.10680013,44,3,0.747375437,6000,8,0,3,0,2,0
558,558,0.004552998,34,0,1.911665291,5388,2,0,0,0,0,0
559,559,0.277436128,59,0,0.388566694,3620,8,0,1,0,1,0
560,560,0.285342534,38,0,0.08951092,3250,4,0,0,0,3,0
561,561,0.162077194,38,0,0.024885359,12597.5,6,0,1,0,2,0
562,562,0.57073821,39,0,1.911665291,5388,5,2,2,0,0,0
563,563,0.622524722,43,0,0.353883732,10234,8,0,1,0,0,0
564,564,0.113165062,57,0,1.911665291,5388,16,0,1,0,3,0
565,565,0,75,0,0.527431421,801,4,0,1,0,0,0
566,566,0.732711215,29,0,0.338531127,8400,10,0,1,0,0,0
567,567,0.486651335,55,0,0.324741695,9000,10,0,2,0,0,0
568,568,0.584844623,60,0,0.293637575,6003,11,0,1,0,0,0
569,569,0.875440658,37,0,0.437717467,1436,5,0,0,0,1,0
570,570,0.043861767,69,0,0.064119265,6908,7,0,1,0,0,0
571,571,0.03929607,48,0,0.480393478,7420,10,0,2,0,0,0
572,572,0.339503567,89,1,0.549380248,2500,9,3,0,1,0,1
573,573,0.064835195,56,2,0.197624587,8166,10,0,1,0,0,0
574,574,0.008684579,75,0,0.0013269,8289,5,0,0,0,0,0
575,575,0.9999999,55,1,0.138721351,4144,1,0,0,0,0,0
576,576,0.503587987,63,0,1.308922769,4000,16,0,1,0,0,0
577,577,0.000309046,49,0,1.911665291,5388,10,0,1,0,0,0
578,578,0.697812691,31,0,0.236980252,12000,10,0,0,0,1,0
579,579,0.650432993,61,0,0.368063194,10000,10,0,1,0,1,0
580,580,0.30248201,46,0,0.348057208,7900,12,0,1,0,2,0
581,581,0.9999999,40,0,0.185755935,2400,1,2,0,0,0,0
582,582,0.159116246,91,0,0.184123484,1813,6,0,0,0,0,0
583,583,0.768537191,46,0,1.911665291,5388,5,0,0,0,0,0
584,584,0.155644438,56,0,0.336831584,2000,5,0,1,0,0,0
585,585,0.836294011,29,3,0.260170076,4350,8,0,1,0,1,0
586,586,0.293041811,45,0,0.373940678,3775,5,0,1,0,3,0
587,587,0.9999999,49,1,0.098937721,4800,1,0,0,0,4,0
588,588,0.271898248,64,0,1.911665291,5388,3,0,1,0,0,0
589,589,0,51,0,0.238076192,10000,6,0,1,0,0,0
590,590,0.291956248,45,0,1.911665291,5388,5,0,0,0,0,0
591,591,0.106531463,78,0,0.024303074,5595,9,0,0,0,0,0
592,592,0.250818316,36,0,0.240143984,5833,6,0,2,0,1,0
593,593,0.181579946,54,0,0.3539428,6048,9,0,1,0,1,0
594,594,0.002964536,67,0,0.349026844,12597.5,14,0,5,0,0,0
595,595,0.048911121,63,0,0.102800764,6283,4,0,0,0,1,0
596,596,0.517045364,61,0,0.572590321,7500,20,0,2,0,0,1
597,597,0.024100447,86,0,0.010791367,2223,6,0,0,0,0,0
598,598,0.122976319,50,0,0.454103343,3289,6,0,1,0,1,0
599,599,0.387065977,51,0,0.350874186,5833,12,0,1,2,1,1
600,600,0.021741679,70,0,0.187762448,5000,11,0,1,0,0,0
601,601,0.269257489,44,0,0.607594937,1500,7,0,0,0,3,0
602,602,0.996301651,39,2,0.306101912,10930,17,0,0,0,1,0
603,603,0.019153961,49,0,0.201025979,12597.5,6,0,3,0,4,0
604,604,0.008665511,58,0,1.908629442,6500,17,0,5,0,0,0
605,605,0.155742213,39,0,1.911665291,0,13,0,0,0,2,0
606,606,0.733914381,33,0,0.158975542,4333,7,1,0,0,1,0
607,607,0.210442588,53,0,0.513602495,5770,10,0,2,0,1,0
608,608,0.095634788,36,0,0.175266904,2247,4,0,0,0,1,0
609,609,0.124801376,62,0,0.566894457,6584,15,0,2,0,0,0
610,610,0.016995185,62,0,0.002301937,5212,4,0,0,0,0,0
611,611,0.964038058,29,1,0.263516583,2200,6,0,0,0,0,0
612,612,0.211206477,44,1,0.2138395,2080,13,1,0,1,0,0
613,613,0.184476515,32,0,0.444956049,7166,11,0,2,0,0,0
614,614,0,52,0,0.444444444,3500,5,0,2,0,1,0
615,615,0.086605363,69,0,1.911665291,5388,2,0,0,0,0,0
616,616,0.069069784,71,0,1.911665291,5388,3,0,1,0,0,0
617,617,0.187090597,63,0,0.506873282,4000,10,0,2,0,1,0
618,618,0.732202177,44,0,0.258576628,12597.5,26,0,0,0,0,0
619,619,0.392141112,54,0,1.383017398,3850,18,0,2,0,2,0
620,620,0.063688754,41,0,0.266876688,6665,8,0,0,0,1,0
621,621,0.616982372,32,1,0.191649336,6250,10,0,0,0,2,0
622,622,0.288541381,87,1,0.571428571,1700,23,0,0,0,0,0
623,623,0.221106801,43,0,0.157212981,7333,5,0,1,0,0,0
624,624,0.193612774,47,0,0.020146833,5856,1,0,0,0,3,0
625,625,0.014441183,75,0,0.145703611,12597.5,8,0,1,0,0,0
626,626,0.531963331,64,2,0.480082158,12597.5,19,0,3,0,1,0
627,627,0.346960384,41,0,1.432686655,1700,13,0,3,0,2,0
628,628,0.024305835,30,0,1.911665291,5388,6,0,1,0,0,0
629,629,0.9999999,40,0,1.911665291,0,2,0,2,0,0,0
630,630,0,56,0,0,6200,2,0,0,0,0,0
631,631,0.65854007,55,0,0.489714904,5541,6,0,1,0,0,0
632,632,0.104693763,36,0,0.297372704,4300,8,0,1,0,1,0
633,633,0.046740048,57,0,0.404799866,11916,13,0,3,0,0,0
634,634,0.057887851,56,0,0.238127698,4400,13,0,1,0,1,0
635,635,0.883182488,49,0,0.183736947,4500,18,0,0,0,2,0
636,636,0.005326455,53,0,1.911665291,0,4,0,0,0,0,0
637,637,0.088809584,51,0,0.295480067,7123,12,0,1,0,0,0
638,638,0.021319787,64,0,0.24496788,2334,13,0,1,0,0,0
639,639,0.281880372,28,0,0.179975176,2416,7,0,0,0,0,0
640,640,0.063062463,54,0,1.911665291,5388,5,0,2,0,0,0
641,641,0,53,0,1.911665291,5388,5,0,1,0,0,0
642,642,0.402345742,37,0,0.337622356,12597.5,16,0,2,0,3,1
643,643,0.143316879,70,3,1.911665291,5388,16,0,5,1,0,0
644,644,0.334295645,48,0,1.911665291,5388,13,0,2,0,0,0
645,645,0.010350125,52,0,0.258589038,3812,6,0,1,0,1,0
646,646,0.336596148,36,0,0.08037225,1181,2,0,0,0,0,0
647,647,0.044842922,51,0,0.23358954,11318,5,0,1,0,2,0
648,648,0.007712359,69,0,0.156614462,3000,6,0,0,0,0,0
649,649,1.011332794,52,0,1.911665291,400,8,0,1,0,2,0
650,650,0.066778859,67,0,1.911665291,5388,7,0,0,0,0,0
651,651,0,36,0,0.370418677,7666,4,0,1,0,2,0
652,652,0,49,0,0.62273579,1600,10,0,1,0,1,0
653,653,0.314685703,51,3,0.160317928,12597.5,13,0,2,1,4,1
654,654,0.149314411,36,0,0.558320373,4500,9,0,3,0,0,1
655,655,0,33,0,0.238212526,2841,9,0,0,0,0,0
656,656,0.037849716,62,0,0.162891787,8741,15,0,1,0,0,0
657,657,0.281115558,69,0,0.162186181,4500,10,0,0,0,1,0
658,658,0.005196165,70,0,1.911665291,5388,9,0,2,0,0,0
659,659,0.133688867,49,0,0.093522183,4800,7,0,0,0,2,0
660,660,0.321457844,46,2,1.911665291,5388,6,0,1,1,0,0
661,661,0,65,0,0.416379181,6666,10,0,1,0,0,0
662,662,0.827151013,56,1,0.219974716,8700,8,0,0,1,1,0
663,663,0.442798278,51,0,1.911665291,5388,11,0,0,0,2,0
664,664,0.025082109,57,0,0.360879707,3000,15,0,0,0,0,0
665,665,0.578849363,48,0,0.367553674,6613,10,0,1,0,1,0
666,666,0.020703507,47,0,0.645104381,3400,6,0,1,0,2,0
667,667,1.248751249,33,0,0.175120326,2700,3,2,0,0,0,1
668,668,0.9999999,75,0,1.911665291,5388,2,0,0,0,0,0
669,669,0.569824212,40,0,0.361421689,11000,18,0,1,0,2,0
670,670,0.914867126,40,0,0.517037339,4900,7,0,1,0,1,0
671,671,0.0382584,68,0,0.009831695,6000,12,0,0,0,0,0
672,672,0.964561473,35,4,0.305839582,4400,10,3,0,2,2,0
673,673,0.02731285,65,0,0.325335893,2083,6,0,0,0,0,0
674,674,0.035605591,81,0,0.017260735,7125,7,0,0,0,0,0
675,675,0.004595129,52,0,0.39095856,7166,7,0,1,0,0,0
676,676,0.042534081,69,0,0.009690817,6500,4,0,0,0,1,0
677,677,0.12136536,34,0,1.911665291,5388,5,0,2,0,0,0
678,678,0.180162143,40,0,0.448326668,9501,15,0,2,0,1,0
679,679,0.054940099,35,0,0.662152897,5833,10,0,2,0,2,0
680,680,0.099724251,80,0,0.008908281,11000,3,0,0,0,0,0
681,681,0.030513202,68,0,1.911665291,5388,6,0,0,0,0,0
682,682,0.175434349,47,0,0.149077983,4500,9,0,0,0,0,0
683,683,0.019883105,64,0,0.028599606,6083,16,0,0,0,0,0
684,684,0.990764426,36,2,0.361340457,4117,4,0,0,0,1,1
685,685,0.386084012,49,0,0.166452387,11666,17,0,0,0,3,0
686,686,0.008287427,55,0,0.115171335,7032,8,0,1,0,0,0
687,687,0.058687793,35,0,0.335733141,8333,6,0,2,0,2,0
688,688,0.091106715,63,0,0.035418452,3500,5,0,0,0,0,0
689,689,0.023114333,64,0,0.513540291,9083,16,0,3,0,0,0
690,690,0.083426677,64,0,0.037871034,2930,7,0,0,0,2,0
691,691,0.529411765,26,1,0.017052375,820,1,0,0,0,0,0
692,692,0.192722211,77,0,0.457930642,7035,21,0,1,0,1,0
693,693,0.9999999,32,0,0.177955511,4000,1,2,0,0,0,0
694,694,0.359412083,54,0,1.911665291,1082,22,0,1,0,0,0
695,695,0.106517279,40,0,0.263151915,8800,17,0,3,0,4,0
696,696,0.07953842,53,0,1.911665291,5388,9,0,1,0,2,0
697,697,2066,58,0,0.27112148,6000,8,1,1,0,1,1
698,698,0.01239876,50,3,0.207518671,11916,4,0,1,0,0,0
699,699,0.9999999,56,0,0.00711943,12500,2,0,0,0,2,0
700,700,0.003938695,75,0,0.199949219,7876,11,0,2,0,0,0
701,701,0.520418652,36,1,0.232918082,2648,5,0,0,0,3,0
702,702,0.160899231,33,0,0.182363527,3333,13,0,0,0,0,0
703,703,0.252505361,52,0,0.442592901,6000,13,0,1,0,2,0
704,704,0.035670256,62,0,0.427674963,9401,9,0,4,0,0,0
705,705,0.046747539,60,0,1.012368584,3233,13,0,2,0,0,0
706,706,0.009639594,52,0,0.262440354,4400,5,0,0,0,0,0
707,707,0.986400389,36,0,0.441868921,11000,8,0,2,0,0,0
708,708,0.092392056,71,2,0.190062303,12597.5,7,0,1,0,0,0
709,709,0.001019592,83,0,0.00019996,5000,10,0,0,0,0,0
710,710,0,76,0,1.911665291,0,6,0,0,0,0,0
711,711,0.045516721,40,0,0.090355422,11000,12,0,0,0,3,0
712,712,0.245744673,46,0,0.585122242,6707,21,0,1,0,3,0
713,713,0.292159285,78,0,1.911665291,5388,5,0,0,0,0,0
714,714,0.9999999,36,0,1.911665291,5388,1,0,1,0,0,0
715,715,0.016142473,76,0,0.668266347,1666,11,0,1,0,0,0
716,716,0.759286581,41,1,0.408475574,1698,4,0,0,0,1,0
717,717,0.189734189,60,0,0.04587156,2833,2,0,0,0,0,0
718,718,0.049082484,63,2,0.361938937,12597.5,12,0,1,0,1,0
719,719,1.163184115,52,0,0.319174181,4213,7,0,0,0,0,0
720,720,0.238016933,58,0,0.601017347,7666,5,0,3,0,0,0
721,721,0.410946459,56,0,0.712194056,4575,16,0,1,0,0,0
722,722,0.476535633,33,0,0.312937413,5000,4,0,1,0,0,0
723,723,0.37504998,64,0,0.011195522,2500,4,0,0,0,0,0
724,724,0.116188171,33,0,0.043739065,4000,9,0,0,0,0,0
725,725,0.018497695,40,0,1.911665291,5388,13,0,0,0,0,0
726,726,0.254548841,56,0,0.461357487,8500,15,0,2,0,4,0
727,727,0.013574112,60,0,0.711075819,12597.5,11,0,3,0,0,0
728,728,0.9999999,27,0,0.260763359,3274,3,0,0,1,2,0
729,729,0.029185402,41,0,0.336295473,3600,5,0,1,0,0,0
730,730,0.985092264,48,0,0.376905611,3082,4,0,1,0,0,0
731,731,0.011904653,69,0,1.911665291,5388,20,0,2,0,0,0
732,732,0,39,0,0.735131912,6708,13,0,2,0,2,0
733,733,0.312877738,36,0,0.23072116,8000,28,0,0,0,0,0
734,734,0.714892819,34,1,0.870354941,6000,8,0,1,0,0,0
735,735,0.060867801,50,1,1.911665291,5388,15,0,1,0,0,0
736,736,0.141853991,79,0,0.812870978,3200,8,0,2,0,0,0
737,737,0.073191767,54,0,0.020708083,4490,4,0,0,0,0,0
738,738,0.473663158,36,1,0.650674663,2000,8,0,0,0,0,0
739,739,0.987668722,39,5,0.691279186,5010,14,0,2,0,2,1
740,740,0.061214562,35,0,0.453692681,12597.5,7,0,2,0,0,0
741,741,0.475252475,38,1,0.428628549,2500,8,1,0,0,0,0
742,742,0.243842974,52,0,1.911665291,5388,9,0,1,0,2,0
743,743,0.621468927,24,0,0.010079194,4166,3,0,0,0,0,0
744,744,0.084589254,76,0,0.044093178,1201,8,0,0,0,0,0
745,745,0.880239982,41,0,1.911665291,5388,6,0,0,0,2,0
746,746,0.087182563,74,0,0.080495356,1291,6,0,0,0,0,0
747,747,0.111715105,47,0,0.315173697,12597.5,12,0,2,0,3,0
748,748,0,57,0,0.335066493,10000,11,0,2,0,3,0
749,749,0,63,0,0.052672049,2600,3,0,0,0,1,0
750,750,0,62,0,1.911665291,5388,4,0,0,0,0,0
751,751,0.659178931,39,0,0.285324697,5866,6,0,1,0,1,0
752,752,0.101012576,51,0,0.34037277,12500,21,0,2,0,1,0
753,753,0.471803323,60,0,0.365787835,9633,12,0,1,0,1,0
754,754,0.224822486,68,0,1.911665291,5388,6,0,2,0,0,0
755,755,0.249922521,63,2,0.254313231,12597.5,18,0,2,0,1,0
756,756,0,55,0,0.369192131,7166,7,0,3,0,1,0
757,757,0.066285085,58,0,0.228999349,9213,7,0,1,0,0,0
758,758,0.025711593,55,0,0.540702656,3500,8,0,1,0,2,0
759,759,0.901509849,33,1,0.128132981,12597.5,8,1,1,0,0,0
760,760,0.02331266,58,0,0.632371083,4052,13,1,2,0,0,1
761,761,0.048540543,55,1,0.215576215,5700,9,0,1,0,0,0
762,762,0.077358439,44,0,0.324267573,10000,10,0,2,0,0,0
763,763,0.082452074,57,0,0.89117395,3500,12,0,1,0,1,0
764,764,0.9999999,65,0,0,615,3,0,0,0,0,0
765,765,0.14060251,56,0,0.049700447,11850,11,0,0,0,2,0
766,766,0.357285429,25,0,0.001723544,2900,1,0,0,0,0,0
767,767,0.002140517,89,1,1.911665291,0,4,0,0,0,0,0
768,768,0,32,0,0.44187375,3500,5,0,1,0,2,1
769,769,0.072377744,48,0,0.399050079,12000,9,0,2,0,0,0
770,770,0.228591229,38,1,0.181233062,2951,4,0,0,0,0,0
771,771,0,58,0,1.911665291,5388,5,0,1,0,1,0
772,772,0,59,1,0.531464095,7881,8,2,1,0,0,0
773,773,0.9999999,32,0,0.132716821,4000,1,0,0,0,1,0
774,774,0.015293506,50,0,0.372513562,1105,13,0,0,0,0,0
775,775,0.059183801,26,0,0.067061144,1520,7,0,0,0,0,0
776,776,0.211859605,55,0,0.128716003,6323,8,0,0,0,1,0
777,777,0.014688043,82,0,1.911665291,5388,4,0,0,0,0,0
778,778,0.019415751,62,0,1.911665291,5388,9,0,1,0,0,0
779,779,0.012236873,46,0,1.911665291,5388,6,0,1,0,0,0
780,780,0.917428326,66,1,1.911665291,5388,7,1,2,0,0,0
781,781,0.716283716,46,0,0.26775232,5280,10,0,2,0,2,0
782,782,0.00054943,59,0,0,2236,4,0,0,0,0,0
783,783,0.004680652,29,0,0.057388522,5000,4,0,0,0,0,0
784,784,0.4275909,39,0,0.342354782,10862,14,1,2,0,0,0
785,785,0.982477859,36,0,0.508163945,3000,3,0,1,0,0,0
786,786,0.083486086,71,0,0.170705631,5611,4,0,1,0,0,0
787,787,0.01087466,82,0,0.001287001,7769,6,0,0,0,0,0
788,788,0.014646523,26,0,0.121568627,1274,7,0,0,0,0,0
789,789,1.008506531,58,3,1.911665291,5388,20,0,0,1,0,1
790,790,0.537596973,68,0,1.911665291,5388,8,0,1,0,0,0
791,791,0.994428754,42,0,1.911665291,0,11,0,2,0,3,0
